block,total_in,total_out,net_flow,cumulative_balance,unique_participants,max_single_tx,deposit_addresses,withdrawal_addresses
10943087,8.00000000,0.00000000,8.00000000,8.00000000,1,8.00000000,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,
10943200,0.00000000,2.00000000,-2.00000000,6.00000000,2,2.00000000,,0xeab52681bb22684ad1b831b00319dd342ec43554
10943355,0.00000000,0.50000000,-0.50000000,5.50000000,3,0.50000000,,0x9e9d9fd65edd1f9ad0d7e86d7dcfe6da0de2ae6b
10944731,0.49886600,0.00000000,0.49886600,5.99886600,4,0.49886600,0xaea0926fcb9a83745e9710d6e8ce26c1da7a0ab1,
10944739,0.00000000,0.30000000,-0.30000000,5.69886600,4,0.30000000,,0xaea0926fcb9a83745e9710d6e8ce26c1da7a0ab1
10949376,0.32987994,0.00000000,0.32987994,6.02874594,4,0.32987994,0x9e9d9fd65edd1f9ad0d7e86d7dcfe6da0de2ae6b,
10949449,0.00000000,1.00000000,-1.00000000,5.02874594,5,1.00000000,,0x261985b27a12272ad96b21885fe89a1538cbe91c
10955705,0.00000000,4.88634241,-4.88634241,0.14240353,6,4.88634241,,0x3d4ac58430a00cf1c9e568ad0a3d364669c858dc
