block,total_in,total_out,net_flow,cumulative_balance,unique_participants,max_single_tx,deposit_addresses,withdrawal_addresses
10934901,5.00000000,0.00000000,5.00000000,5.00000000,1,5.00000000,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,
10935420,0.00000000,2.00000000,-2.00000000,3.00000000,2,2.00000000,,0xdf092101010766234f7d261a75de94235270138e
10942637,0.00000000,1.00000000,-1.00000000,2.00000000,3,1.00000000,,0x9dc2f9c2d944578420cdc8237cf3264d403355f7
