block,total_in,total_out,net_flow,cumulative_balance,unique_participants,max_single_tx,deposit_addresses,withdrawal_addresses
13605392,17.80083226,0.00000000,17.80083226,97.96606734,3,17.80083226,0xdef1c0ded9bec7f1a1670819833240f027b25eff,
13605396,0.00000000,6.00000000,-6.00000000,91.96606734,3,6.00000000,,0xdef1c0ded9bec7f1a1670819833240f027b25eff
13605398,0.00000000,6.00000000,-6.00000000,85.96606734,3,6.00000000,,0xdef1c0ded9bec7f1a1670819833240f027b25eff
13605414,0.01000000,0.00000000,0.01000000,85.97606734,4,0.01000000,0xe5418b07f7842002d9d13e9dbb4c70c7666d750f,
13605444,0.00000000,1.00000000,-1.00000000,84.97606734,4,1.00000000,,0xdef1c0ded9bec7f1a1670819833240f027b25eff
13605488,0.01000000,0.00000000,0.01000000,84.98606734,4,0.01000000,0xe5418b07f7842002d9d13e9dbb4c70c7666d750f,
13605507,0.50210076,0.00000000,0.50210076,85.48816810,4,0.50210076,0xdef1c0ded9bec7f1a1670819833240f027b25eff,
13605529,0.33121124,0.00000000,0.33121124,85.81937935,4,0.33121124,0xdef1c0ded9bec7f1a1670819833240f027b25eff,
13605549,0.01000000,0.00000000,0.01000000,85.82937935,4,0.01000000,0xe5418b07f7842002d9d13e9dbb4c70c7666d750f,
13605632,0.25099217,0.00000000,0.25099217,86.08037151,4,0.25099217,0xdef1c0ded9bec7f1a1670819833240f027b25eff,
13605652,0.01000000,0.00000000,0.01000000,86.09037151,4,0.01000000,0xe5418b07f7842002d9d13e9dbb4c70c7666d750f,
13605659,0.00000000,0.25000000,-0.25000000,85.84037151,5,0.25000000,,0x1c4203db716a122aff5120203268113e8b471f0e
13605682,8.02400000,0.00000000,8.02400000,93.86437151,5,8.02400000,0xdef1c0ded9bec7f1a1670819833240f027b25eff,
13605804,304.67275647,0.00000000,304.67275647,398.53712799,5,304.67275647,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,
13605832,0.00000000,170.00000000,-170.00000000,228.53712799,6,170.00000000,,0x897fb84bba88c516ba58f2e9218903da3d5fc733
13605860,0.00000000,5.00000000,-5.00000000,223.53712799,6,5.00000000,,0x897fb84bba88c516ba58f2e9218903da3d5fc733
13609088,0.00000000,100.00000000,-100.00000000,123.53712799,7,100.00000000,,0x722122df12d4e14e13ac3b6895a86e84145b6967
13672782,0.00000000,1.00000000,-1.00000000,122.53712799,8,1.00000000,,0x44fe4535369dcef2e6559e85dfd3e1d590bf3d83
13672789,0.99890987,0.00000000,0.99890987,123.53603785,8,0.99890987,0x44fe4535369dcef2e6559e85dfd3e1d590bf3d83,
13672810,102.72950940,0.00000000,102.72950940,226.26554725,8,102.72950940,0xdef1c0ded9bec7f1a1670819833240f027b25eff,
13672828,0.00000000,100.00000000,-100.00000000,126.26554725,8,100.00000000,,0x722122df12d4e14e13ac3b6895a86e84145b6967
13672833,0.00000000,100.00000000,-100.00000000,26.26554725,8,100.00000000,,0x722122df12d4e14e13ac3b6895a86e84145b6967
13672839,0.00000000,10.00000000,-10.00000000,16.26554725,8,10.00000000,,0x722122df12d4e14e13ac3b6895a86e84145b6967
13672844,0.00000000,10.00000000,-10.00000000,6.26554725,8,10.00000000,,0x722122df12d4e14e13ac3b6895a86e84145b6967
13672845,0.00000000,10.00000000,-10.00000000,-3.73445275,8,10.00000000,,0x722122df12d4e14e13ac3b6895a86e84145b6967
13672846,0.00000000,10.00000000,-10.00000000,-13.73445275,8,10.00000000,,0x722122df12d4e14e13ac3b6895a86e84145b6967
13672855,0.00000000,0.24746379,-0.24746379,-13.98191654,9,0.24746379,,0xfc53af4f5ebd0bc748339a621e570c5c914c5f80
