block,total_in,total_out,net_flow,cumulative_balance,unique_participants,max_single_tx
1291602,2.00000000,0.02000000,1.98000000,1.98000000,1,2.00000000
1291651,0.00000000,1.98000000,-1.98000000,0.00000000,1,1.98000000
