block,total_in,total_out,net_flow,cumulative_balance,unique_participants,max_single_tx
4215528,0.03000000,0.00000000,0.03000000,0.03000000,1,0.03000000
4216785,0.05000000,0.00000000,0.05000000,0.08000000,2,0.05000000
4219378,0.03000000,0.00000000,0.03000000,0.11000000,3,0.03000000
