block,total_in,total_out,net_flow,cumulative_balance,unique_participants,max_single_tx
3453764,0.00200000,0.00000000,0.00200000,0.00200000,1,0.00200000
3454671,0.00200000,0.00000000,0.00200000,0.00400000,2,0.00200000
3519067,0.00200000,0.00000000,0.00200000,0.00600000,3,0.00200000
3519074,0.00200000,0.00000000,0.00200000,0.00800000,4,0.00200000
3519365,0.00200000,0.00000000,0.00200000,0.01000000,5,0.00200000
3519459,0.00200000,0.00000000,0.00200000,0.01200000,6,0.00200000
